Game Title,Platform,Year,Genre,Publisher,Developer,Release Date,User Rating,Global Sales in Millions,North America Sales,Europe Sales,Japan Sales,Other Sales,Total Revenue,Physical vs Digital Sales %,Peak Concurrent Players,Subscription Revenue,Average Playtime Hours,Player Retention %,Year Over Year Growth %,Best Selling Genre By Year,Sales Growth
Super Mario Odyssey,PC,2023,Racing,Microsoft,Valve,2/8/2021,9.80,2944.99,12.89,3.78,2.66,0.72,147249.72,51.67,556249,7.58,22.40,85.15,11.21,RPG,22064.97
FIFA 22,PS3,2021,Action,Electronic Arts,Valve,9/17/2025,8.04,1922.84,18.84,8.12,3.54,9.05,96142.11,51.49,772178,0.39,48.85,81.38,8.35,Sports,-34.71
Animal Crossing: New Horizons,Xbox One,2011,Adventure,Electronic Arts,Bungie,2/17/2017,8.72,48.17,10.14,0.16,4.12,7.06,2408.68,58.01,582657,6.93,75.45,64.14,10.63,Strategy,-97.49
Minecraft,Wii,2025,Shooter,Activision,Naughty Dog,6/11/2014,8.85,550.34,15.76,0.34,2.22,6.86,27517.13,42.75,718165,4.43,32.86,87.56,11.31,Action,1042.41
Minecraft,Wii,2014,Action,Nintendo,Nintendo,11/24/2013,8.32,47.48,19.90,8.09,2.39,5.93,2374.17,51.52,849987,0.61,80.57,66.25,5.88,Sports,-91.37
Minecraft,GameCube,2023,Sports,Ubisoft,Treyarch,4/24/2020,1.39,3423.56,18.53,3.13,0.24,0.45,171177.94,55.00,205270,6.78,41.11,80.13,8.85,Shooter,7110.01
Grand Theft Auto V,SNES,2011,Shooter,Square Enix,EA Sports,12/10/2020,3.58,14.15,0.45,9.22,1.78,4.91,707.72,50.05,284342,3.24,41.20,82.73,12.94,Sports,-99.59
Call of Duty: Modern Warfare 2,PC,2020,Racing,Bethesda,Treyarch,11/15/2020,8.70,903.52,7.14,4.02,2.72,4.40,45176.20,44.61,225638,8.74,82.95,78.88,12.57,Racing,6283.38
Call of Duty: Modern Warfare 2,Switch,2013,Platform,Ubisoft,Treyarch,11/17/2025,5.72,94.58,17.80,9.10,2.79,7.27,4728.87,58.94,268418,7.46,83.25,87.28,6.65,Shooter,-89.53
The Witcher 3: Wild Hunt,PC,2014,RPG,Square Enix,Rockstar Games,3/31/2025,8.00,45.97,10.44,6.32,3.38,4.36,2298.71,50.71,234792,6.13,15.45,87.81,9.82,Sports,-51.39
The Legend of Zelda: Breath of the Wild,Xbox One,2023,Platform,Activision,Treyarch,4/5/2016,8.32,3611.40,10.03,0.55,3.05,0.60,180569.97,52.44,360687,5.61,86.08,79.28,9.45,Strategy,7755.26
Grand Theft Auto V,Xbox 360,2018,Shooter,Bethesda,Bungie,7/28/2017,7.60,612.91,9.99,5.68,4.26,9.86,30645.32,54.79,640163,9.48,62.83,75.54,14.55,Racing,-83.03
FIFA 22,GameCube,2024,Strategy,Electronic Arts,Valve,6/30/2021,6.85,5880.34,11.39,3.21,0.65,5.21,294016.93,51.41,868880,7.02,21.56,84.49,9.30,Sports,859.42
Super Mario Odyssey,PS4,2024,Sports,Square Enix,EA Sports,1/24/2011,6.25,3785.41,16.68,7.34,3.86,5.03,189270.53,55.12,732645,0.81,50.97,87.11,10.67,Sports,-35.63
Red Dead Redemption 2,Xbox 360,2012,RPG,Bethesda,EA Sports,2/20/2019,8.41,12.12,19.50,9.04,2.67,3.31,606.17,55.89,570881,7.49,72.70,71.86,10.65,Shooter,-99.68
Super Mario Odyssey,GameCube,2011,Shooter,Square Enix,Bungie,8/21/2013,7.33,63.25,15.76,2.62,0.25,7.99,3162.55,44.39,227559,3.08,30.17,80.27,13.13,Shooter,421.73
Super Mario Odyssey,PC,2013,Strategy,Sony,Rockstar Games,5/9/2020,5.27,131.06,6.83,1.69,1.21,5.47,6553.24,42.74,493315,3.95,62.27,83.10,14.95,Platform,107.21
Red Dead Redemption 2,Wii,2012,Action,Activision,Ubisoft,11/4/2021,4.60,44.43,9.87,9.64,1.39,3.42,2221.47,59.38,599147,6.24,74.50,72.08,5.66,Shooter,-66.10
Animal Crossing: New Horizons,Xbox 360,2013,Puzzle,Microsoft,Rockstar Games,9/18/2023,3.20,116.85,11.05,0.37,2.36,4.37,5842.25,53.20,592084,5.26,54.98,73.74,12.90,RPG,162.99
The Legend of Zelda: Breath of the Wild,Xbox One,2022,Platform,Nintendo,Nintendo,9/2/2025,5.42,789.16,11.97,1.88,0.21,0.83,39457.80,54.64,456340,1.00,23.95,65.45,8.13,Action,575.39
FIFA 22,PS3,2012,Racing,Ubisoft,Rockstar Games,8/22/2018,8.96,88.57,4.86,5.77,4.52,5.89,4428.42,57.22,418718,2.62,27.20,63.90,12.60,Adventure,-88.78
Super Mario Odyssey,PS3,2019,Action,Nintendo,Nintendo,3/20/2018,9.71,720.65,15.74,5.54,1.19,5.80,36032.64,54.64,479584,9.40,89.22,72.77,7.54,Strategy,713.67
Animal Crossing: New Horizons,Switch,2013,Action,Microsoft,Bungie,9/30/2019,9.98,44.05,12.62,6.95,0.47,6.63,2202.39,59.20,332642,2.51,93.63,64.59,6.34,Action,-93.89
Animal Crossing: New Horizons,PS4,2024,Sports,Ubisoft,Nintendo,12/1/2025,9.50,4779.47,3.22,7.12,0.53,7.32,238973.42,51.19,307761,4.39,63.99,83.66,9.72,Puzzle,10750.62
The Legend of Zelda: Breath of the Wild,Wii,2025,RPG,Nintendo,Ubisoft,10/17/2018,4.77,5010.12,17.69,1.52,4.65,2.40,250505.80,44.83,838952,7.60,69.88,66.74,7.65,Shooter,4.83
Red Dead Redemption 2,SNES,2025,Shooter,Square Enix,Bungie,6/19/2013,4.65,7476.95,12.40,1.48,0.21,1.04,373847.54,53.44,641468,2.70,69.50,73.54,8.29,Sports,49.24
The Legend of Zelda: Breath of the Wild,Switch,2012,Platform,Ubisoft,Nintendo,1/1/2024,3.28,48.16,1.03,2.63,0.29,7.95,2408.18,42.23,355212,2.10,59.56,63.26,5.79,Action,-99.36
Call of Duty: Modern Warfare 2,Xbox One,2023,Adventure,Electronic Arts,Naughty Dog,12/26/2020,7.58,227.96,3.39,3.65,2.33,6.20,11398.09,40.15,964040,0.36,88.27,82.59,8.19,RPG,373.31
Minecraft,Wii,2017,Racing,Square Enix,Valve,4/21/2019,5.70,250.09,11.13,9.56,4.78,4.26,12504.59,48.84,911330,3.20,73.82,85.60,11.80,Action,9.71
The Legend of Zelda: Breath of the Wild,PS4,2023,Adventure,Sony,Treyarch,9/9/2023,6.29,3494.62,10.37,4.92,1.39,0.16,174730.77,44.07,950841,7.77,42.50,76.75,5.68,Racing,1297.33
Minecraft,SNES,2012,Sports,Activision,Treyarch,3/3/2015,3.03,91.10,6.22,7.63,4.13,8.16,4554.97,47.08,312759,7.71,75.87,67.91,5.94,Platform,-97.39
The Witcher 3: Wild Hunt,Wii,2024,Sports,Microsoft,Bungie,11/7/2024,6.08,2823.30,14.70,0.20,1.92,6.75,141164.78,48.21,619526,2.20,61.69,87.21,5.88,Puzzle,2999.14
The Legend of Zelda: Breath of the Wild,NES,2011,Adventure,Microsoft,Bungie,7/2/2010,9.29,2.23,2.80,4.30,1.45,4.96,111.42,52.30,395710,1.90,13.58,71.11,10.92,Action,-99.92
Super Mario Odyssey,PS4,2011,Sports,Activision,Valve,4/12/2019,5.13,35.13,3.24,5.52,0.47,2.54,1756.39,48.33,960294,8.26,9.33,85.76,11.49,Sports,1476.31
FIFA 22,Wii,2010,Shooter,Activision,Nintendo,7/31/2016,9.77,23.10,2.40,6.02,3.61,0.74,1154.86,58.73,922369,3.32,60.91,72.81,6.97,Sports,-34.25
Red Dead Redemption 2,PC,2025,Sports,Sony,Nintendo,8/28/2025,2.67,1086.44,16.91,8.15,3.48,6.79,54322.11,55.52,642734,2.59,96.85,82.91,8.65,Platform,4603.77
The Witcher 3: Wild Hunt,Xbox 360,2013,RPG,Square Enix,EA Sports,8/31/2017,6.10,106.00,1.19,1.36,1.50,2.68,5299.86,45.04,911852,1.86,62.38,85.32,5.43,Racing,-90.24
Grand Theft Auto V,Switch,2024,Adventure,Electronic Arts,Bungie,2/22/2018,1.33,3514.39,9.27,4.94,3.99,8.35,175719.72,53.20,475236,8.09,74.42,63.14,12.68,Puzzle,3215.55
Call of Duty: Modern Warfare 2,Switch,2023,Racing,Bethesda,Treyarch,12/5/2011,9.27,611.16,10.23,4.92,4.25,9.14,30557.88,56.56,876684,5.14,18.32,73.31,7.87,Platform,-82.61
Red Dead Redemption 2,PC,2015,RPG,Square Enix,Bungie,11/22/2024,9.07,197.22,12.05,3.80,2.31,1.41,9861.17,43.62,755658,0.87,41.63,63.37,6.26,Shooter,-67.73
Minecraft,Xbox 360,2021,Puzzle,Square Enix,Rockstar Games,6/27/2025,4.32,93.32,3.27,8.38,2.70,0.06,4665.88,47.97,256906,9.82,72.02,78.58,6.33,RPG,-52.68
Minecraft,PS3,2019,Racing,Square Enix,Valve,12/25/2013,8.35,205.35,11.45,8.07,4.08,5.42,10267.61,57.04,238388,0.39,61.16,89.39,12.89,RPG,120.06
Super Mario Odyssey,PS3,2023,Action,Ubisoft,Valve,5/9/2020,4.44,3380.75,3.98,2.33,3.85,9.78,169037.72,41.09,969456,8.61,44.60,62.28,7.20,Platform,1546.32
Call of Duty: Modern Warfare 2,NES,2023,Adventure,Square Enix,Treyarch,3/30/2024,4.19,1868.64,3.20,0.81,0.14,7.45,93432.18,59.93,112555,1.15,60.85,66.32,5.63,Action,-44.73
Grand Theft Auto V,SNES,2014,Puzzle,Square Enix,Valve,4/28/2022,5.12,188.11,4.07,7.60,2.27,6.30,9405.34,46.62,608342,0.90,44.04,68.06,13.33,Platform,-89.93
Grand Theft Auto V,Switch,2014,RPG,Bethesda,Naughty Dog,3/6/2011,1.60,157.15,8.89,1.52,3.21,9.79,7857.60,57.12,723197,4.58,80.87,78.87,8.64,RPG,-16.46
The Legend of Zelda: Breath of the Wild,Xbox One,2016,Action,Ubisoft,Valve,11/7/2010,8.69,87.30,19.44,8.65,2.90,1.74,4365.23,53.14,457163,0.77,46.82,68.10,14.84,Shooter,-44.45
FIFA 22,GameCube,2019,Adventure,Electronic Arts,Rockstar Games,11/25/2018,3.17,974.99,15.60,8.78,1.90,7.05,48749.52,56.18,144802,8.69,59.08,64.07,8.44,Sports,1016.77
Super Mario Odyssey,Xbox One,2021,Adventure,Ubisoft,Rockstar Games,11/7/2021,7.33,1459.73,0.96,1.05,1.02,8.83,72986.44,56.77,837942,9.60,49.72,75.04,5.79,Strategy,49.72
Call of Duty: Modern Warfare 2,Xbox 360,2014,RPG,Ubisoft,Treyarch,12/1/2012,9.73,170.09,16.43,4.62,1.11,1.78,8504.46,56.13,357523,6.94,79.92,69.95,8.41,Adventure,-88.35
Red Dead Redemption 2,GameCube,2011,RPG,Microsoft,Valve,9/21/2019,5.57,18.86,2.50,1.49,3.58,2.55,943.13,46.12,745977,7.54,36.69,63.46,12.21,Strategy,-88.91
The Witcher 3: Wild Hunt,PS3,2016,RPG,Sony,Nintendo,1/25/2016,1.41,165.35,10.04,8.51,1.54,3.82,8267.43,59.70,968496,7.74,44.25,60.11,6.86,Racing,776.59
FIFA 22,Xbox 360,2016,Sports,Sony,Bungie,5/4/2017,3.22,25.92,18.10,7.36,4.40,4.25,1295.86,47.06,613076,6.92,34.97,64.72,12.14,Platform,-84.33
The Witcher 3: Wild Hunt,Xbox 360,2016,Racing,Activision,Rockstar Games,12/31/2021,4.98,73.44,8.43,1.34,0.44,3.83,3672.02,46.38,769211,3.25,47.31,80.71,7.77,Shooter,183.36
Call of Duty: Modern Warfare 2,SNES,2018,Sports,Sony,EA Sports,9/12/2017,3.84,104.96,1.29,7.60,4.47,9.75,5248.10,50.87,770764,1.48,39.45,60.39,14.43,Strategy,42.92
Grand Theft Auto V,GameCube,2024,Racing,Nintendo,Naughty Dog,12/21/2013,5.01,3449.01,8.04,3.75,1.43,4.30,172450.49,41.83,137852,2.53,92.17,77.47,12.04,Adventure,3185.96
Animal Crossing: New Horizons,GameCube,2025,RPG,Microsoft,EA Sports,8/14/2024,8.11,3000.35,2.03,6.54,0.08,1.67,150017.72,44.11,762058,4.33,62.29,85.63,6.89,Adventure,-13.01
The Legend of Zelda: Breath of the Wild,Switch,2012,Adventure,Bethesda,Treyarch,11/27/2022,6.69,56.74,16.04,4.30,2.78,1.59,2837.11,43.95,746612,5.29,37.96,83.50,9.41,Adventure,-98.11
Super Mario Odyssey,PS3,2025,Strategy,Activision,Treyarch,8/12/2024,9.32,909.42,17.64,3.08,3.53,7.51,45471.24,48.46,886607,8.77,84.73,75.72,12.53,Adventure,1502.73
Grand Theft Auto V,PS4,2015,Strategy,Bethesda,Bungie,6/22/2012,1.98,121.19,2.97,6.47,0.36,2.60,6059.46,47.67,670865,8.75,22.74,77.80,11.86,Action,-86.67
The Legend of Zelda: Breath of the Wild,Xbox 360,2015,Shooter,Square Enix,EA Sports,3/15/2018,8.86,70.36,14.75,5.41,4.40,4.21,3518.17,57.94,292602,9.77,11.02,83.68,6.81,Strategy,-41.94
The Legend of Zelda: Breath of the Wild,Xbox 360,2010,Action,Electronic Arts,Treyarch,7/13/2019,8.16,19.53,9.19,3.70,0.03,6.10,976.34,41.96,999401,8.05,29.33,79.49,14.95,Platform,-72.25
The Legend of Zelda: Breath of the Wild,PS4,2015,Adventure,Electronic Arts,Bungie,5/27/2014,2.84,127.46,9.67,8.41,0.11,3.56,6372.88,49.60,645922,1.03,68.47,66.34,11.09,Shooter,552.73
Minecraft,NES,2024,Strategy,Ubisoft,Treyarch,10/16/2017,1.35,2425.70,14.19,3.91,3.98,2.20,121285.18,58.15,585239,3.60,55.77,85.21,10.32,Sports,1803.14
Fortnite,Switch,2023,Platform,Square Enix,Treyarch,9/5/2013,7.68,4216.47,0.11,7.94,0.38,1.91,210823.56,47.73,956561,3.23,99.13,76.01,12.04,Action,73.82
Grand Theft Auto V,Xbox 360,2025,Racing,Sony,Ubisoft,2/28/2011,9.97,3261.35,8.90,8.04,4.79,1.51,163067.66,43.45,758837,9.18,88.09,63.42,7.31,Sports,-22.65
Grand Theft Auto V,SNES,2016,Shooter,Ubisoft,Nintendo,9/4/2018,6.76,143.36,7.63,0.27,2.67,6.24,7168.24,44.05,299578,9.62,32.12,81.29,8.84,Shooter,-95.60
Grand Theft Auto V,Xbox 360,2019,Shooter,Ubisoft,Naughty Dog,11/24/2014,9.98,209.88,18.89,5.96,0.88,9.56,10494.03,48.55,237409,7.63,25.68,78.76,8.91,RPG,46.40
Call of Duty: Modern Warfare 2,NES,2022,Sports,Nintendo,Bungie,2/7/2022,5.12,557.24,16.09,6.56,2.08,6.32,27861.85,45.59,321085,8.21,47.68,60.33,6.58,Racing,165.50
Red Dead Redemption 2,PS3,2012,Sports,Ubisoft,Bungie,9/6/2025,2.41,27.14,13.84,9.27,1.26,9.05,1356.90,55.57,391150,4.88,32.38,78.08,14.75,Platform,-95.13
Call of Duty: Modern Warfare 2,Switch,2023,Action,Electronic Arts,Naughty Dog,4/8/2013,7.58,546.60,1.60,4.79,4.23,7.47,27330.14,45.83,609856,9.98,34.09,77.71,10.08,Racing,1914.16
Call of Duty: Modern Warfare 2,SNES,2019,Adventure,Electronic Arts,EA Sports,8/24/2021,3.33,881.21,15.78,0.51,4.41,4.78,44060.51,46.57,321575,3.45,78.27,72.41,14.43,Action,61.22
Animal Crossing: New Horizons,PS3,2024,Adventure,Nintendo,Bungie,4/5/2010,6.52,3601.92,1.52,7.76,0.78,2.84,180095.78,50.30,568532,5.11,73.97,74.28,8.26,Sports,308.75
Super Mario Odyssey,GameCube,2012,Puzzle,Sony,Rockstar Games,5/26/2013,4.12,67.74,7.73,4.14,0.21,8.29,3386.82,57.35,897838,3.92,23.16,76.57,10.66,Puzzle,-98.12
Minecraft,PS3,2017,Strategy,Electronic Arts,Naughty Dog,12/15/2025,6.18,170.76,18.56,1.04,2.80,7.36,8537.93,41.49,660932,0.39,80.59,79.41,11.56,Strategy,152.09
Grand Theft Auto V,Switch,2018,Racing,Sony,Rockstar Games,8/3/2016,1.52,51.65,12.19,9.96,1.07,6.39,2582.69,40.71,962711,7.89,52.50,83.99,14.60,Platform,-69.75
Grand Theft Auto V,Xbox 360,2015,Strategy,Bethesda,Bungie,2/27/2012,9.55,131.88,16.04,9.38,3.65,6.21,6594.20,48.40,457404,9.24,26.07,83.79,8.73,RPG,155.32
Red Dead Redemption 2,PC,2015,Action,Square Enix,Nintendo,7/14/2024,4.29,232.81,16.44,1.74,3.58,7.03,11640.60,48.07,329528,5.08,72.04,83.07,6.30,Shooter,76.53
Animal Crossing: New Horizons,Xbox 360,2014,Strategy,Microsoft,Naughty Dog,9/10/2023,9.08,90.19,3.86,2.68,2.76,8.05,4509.25,45.12,921159,4.72,33.86,66.73,6.96,Sports,-61.26
Grand Theft Auto V,PS3,2025,Shooter,Bethesda,Rockstar Games,4/22/2022,2.49,3471.30,9.61,6.98,1.75,8.82,173565.24,46.27,922575,1.93,22.37,77.34,6.91,RPG,3749.09
The Legend of Zelda: Breath of the Wild,Xbox 360,2015,Action,Activision,Treyarch,8/21/2011,3.32,153.32,2.70,3.97,3.13,2.54,7666.17,41.12,745377,0.17,29.76,82.20,11.16,Puzzle,-95.58
Call of Duty: Modern Warfare 2,PC,2021,Platform,Activision,Treyarch,3/19/2017,4.30,908.60,19.68,1.49,3.33,1.50,45430.20,42.89,226170,9.08,16.09,63.93,14.93,Strategy,492.61
FIFA 22,NES,2013,Strategy,Ubisoft,Bungie,12/9/2017,7.52,73.24,17.97,8.30,4.05,3.45,3662.11,40.37,926190,0.85,35.76,62.09,7.77,Racing,-91.94
Minecraft,SNES,2015,Platform,Activision,Treyarch,3/15/2015,2.25,77.53,2.83,8.43,3.70,2.23,3876.32,52.11,195422,2.50,73.99,82.53,9.97,Strategy,5.85
The Witcher 3: Wild Hunt,Switch,2023,Shooter,Bethesda,Nintendo,8/15/2011,5.45,2327.28,6.15,9.93,0.45,9.07,116363.98,50.00,152969,5.81,56.82,64.83,11.76,Action,2901.92
The Legend of Zelda: Breath of the Wild,PS4,2021,Shooter,Ubisoft,Ubisoft,10/31/2022,2.75,1881.05,13.14,8.63,2.78,9.46,94052.40,59.83,431704,1.47,91.97,79.20,5.12,Action,-19.17
Minecraft,Switch,2025,Racing,Ubisoft,EA Sports,6/6/2018,7.13,3607.65,18.83,1.67,3.66,6.98,180382.62,57.58,531253,0.43,60.09,73.87,14.61,Strategy,91.79
The Witcher 3: Wild Hunt,PC,2011,Puzzle,Square Enix,Nintendo,2/28/2015,8.98,48.02,3.08,3.87,4.26,0.45,2401.24,53.53,741931,4.19,94.20,69.66,10.94,Shooter,-98.67
Minecraft,Switch,2012,Platform,Nintendo,Treyarch,4/24/2017,6.29,18.87,5.96,9.62,4.76,6.28,943.53,46.16,742979,5.44,32.74,60.44,8.39,RPG,-60.71
FIFA 22,NES,2023,Shooter,Microsoft,Ubisoft,1/1/2023,9.72,3467.02,13.05,5.56,2.34,1.05,173351.20,46.13,532567,3.92,62.76,74.81,9.69,Platform,18272.70
Grand Theft Auto V,NES,2020,Strategy,Ubisoft,Bungie,6/13/2011,9.35,875.07,8.66,4.93,0.52,8.83,43753.63,46.04,498006,0.59,95.43,86.56,5.62,RPG,-74.76
Red Dead Redemption 2,Xbox One,2020,RPG,Electronic Arts,Naughty Dog,2/18/2012,1.50,1451.33,11.54,0.22,1.44,6.52,72566.74,59.86,671045,3.87,55.87,81.98,14.19,Platform,65.85
The Legend of Zelda: Breath of the Wild,NES,2025,Strategy,Microsoft,Bungie,6/23/2016,1.22,5517.69,9.11,0.88,0.56,9.38,275884.47,48.95,453152,2.80,65.39,68.76,11.76,RPG,280.18
Call of Duty: Modern Warfare 2,PC,2013,RPG,Bethesda,Ubisoft,12/23/2012,8.25,5.73,13.46,0.11,1.10,5.69,286.55,53.97,872885,3.07,89.22,86.93,5.20,Action,-99.90
Fortnite,PS3,2020,Racing,Electronic Arts,Nintendo,6/6/2024,5.26,114.96,7.44,6.61,0.53,1.51,5748.14,55.01,977088,6.53,52.63,78.32,10.77,Puzzle,1905.99
Super Mario Odyssey,PS4,2011,Strategy,Square Enix,EA Sports,10/10/2023,4.60,51.15,4.32,8.40,1.94,7.91,2557.30,48.75,466660,7.89,50.74,83.26,12.46,Puzzle,-55.51
Fortnite,Xbox One,2017,Sports,Activision,Rockstar Games,4/14/2011,7.58,20.08,0.28,1.15,0.57,9.12,1004.09,56.58,215805,7.49,20.48,83.36,11.49,Adventure,-60.74
Call of Duty: Modern Warfare 2,SNES,2018,Action,Ubisoft,Valve,10/20/2022,2.65,307.49,7.85,1.32,1.65,1.72,15374.56,49.71,676732,9.98,39.21,78.93,11.69,Sports,1431.19
Fortnite,SNES,2012,Puzzle,Ubisoft,EA Sports,1/2/2013,1.78,91.22,2.57,3.26,4.31,3.68,4560.80,58.99,551849,8.53,34.25,66.75,10.30,Platform,-70.34
The Witcher 3: Wild Hunt,PC,2022,Adventure,Microsoft,Bungie,9/21/2025,8.00,2987.96,2.32,9.66,2.15,4.04,149398.19,52.88,696514,8.10,34.90,88.17,8.04,Adventure,3175.70
Animal Crossing: New Horizons,PC,2014,Platform,Bethesda,Treyarch,1/27/2014,8.52,155.84,5.73,4.36,2.30,1.61,7792.14,58.67,592248,9.90,12.26,67.82,12.24,Platform,-94.78
The Legend of Zelda: Breath of the Wild,PC,2011,Adventure,Nintendo,EA Sports,8/17/2016,8.02,29.79,16.30,6.08,3.76,8.79,1489.72,47.02,668054,4.26,15.29,89.16,10.11,Action,-80.88
FIFA 22,GameCube,2018,Sports,Square Enix,Bungie,8/17/2013,9.07,625.58,9.39,0.92,3.42,7.59,31278.94,49.28,215182,4.89,53.60,61.84,7.57,Action,1999.66
Call of Duty: Modern Warfare 2,Xbox One,2011,Platform,Activision,Treyarch,11/26/2024,3.16,62.04,5.36,0.19,3.88,1.94,3101.87,43.70,394815,5.07,42.83,79.70,12.96,Puzzle,-90.08
Call of Duty: Modern Warfare 2,PS3,2020,Strategy,Square Enix,Nintendo,8/19/2011,9.06,781.30,14.17,8.72,0.51,0.54,39064.80,46.89,473620,8.57,20.36,61.21,14.80,Shooter,1159.40
Red Dead Redemption 2,PC,2017,Strategy,Ubisoft,Treyarch,3/4/2017,6.02,234.48,6.51,3.26,0.07,5.51,11724.02,43.64,187376,1.07,21.92,78.49,7.70,Racing,-69.99
Animal Crossing: New Horizons,GameCube,2024,Adventure,Activision,Bungie,7/7/2018,9.56,3730.36,18.21,0.98,3.53,1.28,186518.01,59.92,811739,1.61,30.49,73.99,9.51,RPG,1490.91
Grand Theft Auto V,PS4,2024,Strategy,Activision,Rockstar Games,12/31/2023,5.11,4335.93,16.16,4.15,2.72,4.96,216796.63,43.24,976474,3.41,20.06,81.05,9.15,Action,16.23
Red Dead Redemption 2,Xbox One,2011,Platform,Activision,Valve,2/12/2012,3.27,36.46,12.59,2.98,4.38,9.85,1823.07,59.63,317027,4.85,51.57,61.78,6.94,Adventure,-99.16
Fortnite,PC,2010,Platform,Ubisoft,Nintendo,4/9/2016,1.30,4.11,5.02,1.57,0.27,8.96,205.39,43.05,949507,7.12,84.35,69.82,10.96,Sports,-88.73
The Legend of Zelda: Breath of the Wild,PS4,2014,RPG,Microsoft,Ubisoft,12/10/2024,8.73,143.48,3.09,9.28,4.63,5.82,7174.19,42.43,440406,0.55,54.63,64.99,6.64,Sports,3392.87
Super Mario Odyssey,SNES,2022,Adventure,Electronic Arts,Nintendo,11/27/2021,4.25,464.41,9.33,6.07,1.86,3.30,23220.41,41.93,539972,4.35,85.83,66.70,10.16,Racing,223.67
Red Dead Redemption 2,NES,2014,Racing,Activision,Nintendo,11/15/2025,1.17,127.16,11.69,9.80,4.34,8.04,6357.97,48.39,932385,4.66,66.72,87.19,7.74,Sports,-72.62
Grand Theft Auto V,NES,2023,Platform,Electronic Arts,Treyarch,3/30/2022,3.78,920.73,15.25,6.86,1.41,3.48,46036.39,50.31,905578,4.70,42.85,76.39,14.23,Adventure,624.07
Fortnite,NES,2020,Strategy,Square Enix,Ubisoft,10/11/2017,7.59,954.41,0.64,1.37,1.44,9.14,47720.64,57.47,411984,7.98,45.48,62.31,5.83,Action,3.66
Call of Duty: Modern Warfare 2,GameCube,2021,RPG,Square Enix,Valve,7/27/2011,8.79,823.24,17.68,1.28,0.87,9.79,41162.12,53.09,380345,5.11,23.42,69.34,8.08,Strategy,-13.74
Red Dead Redemption 2,Xbox One,2011,Adventure,Sony,Rockstar Games,9/20/2012,4.00,24.53,14.53,3.58,0.50,9.95,1226.25,51.79,191893,1.07,16.64,60.04,11.03,Sports,-97.02
Super Mario Odyssey,PC,2024,RPG,Microsoft,Ubisoft,1/14/2018,1.78,4282.05,12.91,2.98,0.58,9.83,214102.62,42.34,106451,0.20,32.72,76.61,11.54,Adventure,17359.89
The Legend of Zelda: Breath of the Wild,PS4,2013,Strategy,Activision,Treyarch,6/18/2020,4.49,109.09,15.69,5.54,4.17,1.55,5454.31,53.18,626589,5.40,37.03,62.68,7.87,Adventure,-97.45
The Legend of Zelda: Breath of the Wild,Switch,2015,Racing,Sony,Treyarch,10/24/2022,1.21,148.13,16.92,7.19,0.34,8.68,7406.66,57.59,651140,9.93,53.93,75.63,5.56,Sports,35.79
FIFA 22,GameCube,2010,Strategy,Sony,Treyarch,5/17/2024,4.42,45.73,9.70,3.78,0.98,6.65,2286.43,44.13,899705,3.48,69.47,85.85,7.57,RPG,-69.13
FIFA 22,GameCube,2025,Platform,Square Enix,EA Sports,1/12/2011,6.70,6421.33,18.71,8.81,3.55,9.68,321066.51,42.99,646679,0.07,10.84,69.45,8.21,Platform,13942.25
Red Dead Redemption 2,PS3,2025,Puzzle,Electronic Arts,Valve,2/15/2020,7.60,5887.23,5.19,7.70,1.45,6.78,294361.52,53.83,578661,2.45,9.29,75.04,10.95,Racing,-8.32
Red Dead Redemption 2,NES,2019,Sports,Square Enix,EA Sports,2/13/2018,7.28,107.88,3.92,2.01,2.86,2.11,5393.77,50.17,524320,2.70,61.68,71.97,13.39,Sports,-98.17
Call of Duty: Modern Warfare 2,Xbox 360,2019,Platform,Square Enix,EA Sports,4/30/2021,3.86,362.29,14.91,7.56,3.98,2.19,18114.68,44.07,141945,2.43,6.88,70.27,14.12,Puzzle,235.84
Minecraft,PC,2020,Sports,Sony,Nintendo,3/17/2016,9.36,1331.14,1.30,7.95,1.35,1.15,66557.02,44.19,459912,4.51,97.91,80.57,9.83,Racing,267.42
Minecraft,Xbox 360,2011,Puzzle,Activision,Naughty Dog,11/18/2019,7.21,54.74,3.76,0.18,4.25,4.67,2737.12,54.82,935627,9.20,15.69,61.53,8.29,Platform,-95.89
Super Mario Odyssey,GameCube,2011,Sports,Nintendo,EA Sports,6/2/2012,7.10,24.71,1.85,4.73,2.50,0.32,1235.43,52.35,902306,4.27,95.50,65.71,9.42,Strategy,-54.86
Minecraft,Switch,2016,Adventure,Bethesda,Treyarch,2/3/2023,4.87,311.14,3.01,1.84,1.41,1.89,15557.12,54.22,799791,1.48,47.66,86.18,10.50,Shooter,1159.25
Super Mario Odyssey,PC,2016,Action,Square Enix,Bungie,4/5/2012,6.56,236.65,8.91,2.84,2.50,7.33,11832.25,58.85,516916,1.24,53.58,72.96,5.42,Strategy,-23.94
Animal Crossing: New Horizons,PC,2014,Shooter,Electronic Arts,Rockstar Games,10/13/2024,4.13,37.78,13.00,6.71,3.85,1.20,1889.15,54.75,897170,3.56,67.90,67.78,13.18,RPG,-84.03
Animal Crossing: New Horizons,PS3,2024,Action,Bethesda,Valve,8/15/2021,1.51,5162.02,13.56,9.60,0.99,8.89,258101.17,49.85,356502,0.13,50.67,71.45,9.17,Platform,13562.26
